pmid	title_e	journal
32544263	"Comment on ""Are erythema multiforme and urticaria related to a better outcome of COVID 19?"" Eosinophil count in seven patients with COVID-19 and urticarial rash."	Dermatol Ther
32543757	Dermatological findings in SARS-CoV-2 positive patients: An observational study from North India.	Dermatol Ther
32543328	Herpes zoster (shingles) complicating the course of COVID19 infection.	J Dermatolog Treat
32542549	Kawasaki Disease Features and Myocarditis in a Patient with COVID-19.	Pediatr Cardiol
32541493	The adverse skin reactions of health care workers using personal protective equipment for COVID-19.	Medicine (Baltimore)
32538597	Management of Fever in Infants and Young Children.	Am Fam Physician
32532619	Toxic shock-like syndrome and COVID-19: Multisystem inflammatory syndrome in children (MIS-C).	Am J Emerg Med
32531860	Papular-purpuric exanthem in a COVID-19 patient: clinical and dermoscopic description.	J Eur Acad Dermatol Venereol
32530130	A unilateral purpuric rash in a patient with COVID-19 infection.	Dermatol Ther
32526051	Acute maculopapular eruption in Covid-19 patient: A case report.	Dermatol Ther
32524630	Rash as a presenting complaint in a child with COVID-19.	Pediatr Dermatol
32515676	Cardiac MRI in Children with Multisystem Inflammatory Syndrome Associated with COVID-19.	Radiology
32514616	Safe distance, safe patients! Therapeutic management of oncological patients affected by cutaneous and mucosal adverse events during the COVID-19 pandemic: an Italian experience.	Support Care Cancer
32511692	Clinical Characteristics of 58 Children With a Pediatric Inflammatory Multisystem Syndrome Temporally Associated With SARS-CoV-2.	JAMA
32500642	Histology of skin lesions establishes that the vesicular rash associated with COVID-19 is not 'varicella-like'.	J Eur Acad Dermatol Venereol
32495400	Exanthema and eosinophilia in COVID-19 patients: has viral infection a role in drug induced exanthemas?	J Eur Acad Dermatol Venereol
32491976	School Nurses on the Front Lines of Healthcare: Infectious Diseases Popularized in the News.	NASN Sch Nurse
32488505	Acute myocarditis and multisystem inflammatory emerging disease following SARS-CoV-2 infection in critically ill children.	Ann Intensive Care
32488318	Are the cutaneous manifestations during or due to SARS-CoV-2 infection/COVID-19 frequent or not? Revision of possible pathophysiologic mechanisms.	Inflamm Res
32479680	Cutaneous manifestations in patients with COVID-19: a preliminary review of an emerging issue.	Br J Dermatol
32476380	SARS-CoV-2, which induces COVID-19, causes kawasaki-like disease in children: role of pro-inflammatory and anti-inflammatory cytokines.	J Biol Regul Homeost Agents
32472593	Cutaneous manifestations in COVID-19: A skin rash in a child.	Dermatol Ther
32463092	Multisystem Inflammatory Syndrome in Children During the Coronavirus 2019 Pandemic: A Case Series.	J Pediatric Infect Dis Soc
32452979	Pediatric Crohn Disease and Multisystem Inflammatory Syndrome in Children (MIS-C) and COVID-19 Treated With Infliximab.	J Pediatr Gastroenterol Nutr
32444415	Clinical features of rheumatic patients infected with COVID-19 in Wuhan, China.	Ann Rheum Dis
32442700	"Reply to ""Varicella-like exanthem as a specific COVID-19-associated skin manifestation: Multicenter case series of 22 patients"": To consider varicella-like exanthem associated with COVID-19, virus varicella zoster and virus herpes simplex must be ruled out."	J Am Acad Dermatol
32442697	"Response to: ""Reply to 'Varicella-like exanthem as a specific COVID-19-associated skin manifestation: multicenter case series of 22 patients': To consider varicella-like exanthem associated with COVID-19, virus varicella zoster and virus herpes simplex must be ruled out""."	J Am Acad Dermatol
32441360	Evaluation of dermatology consultations in the era of COVID-19.	Dermatol Ther
32439816	SARS-CoV-2-Induced Kawasaki-Like Hyperinflammatory Syndrome: A Novel COVID Phenotype in Children.	Pediatrics
32438476	Comment on 'Clinical and histological characterization of vesicular COVID-19 rashes: a prospective study in a tertiary care hospital'. Pseudoherpetic Grover disease seems to occur in patients with COVID-19 infection.	Clin Exp Dermatol
32437936	"Viral exanthem with ""Spins and needles sensation"" on extremities of a COVID-19 patient: A self-reported case from an Indonesian medical frontliner."	Int J Infect Dis
32428291	Fever with rash in COVID-19: viral exanthema or secondary lesions?	J Eur Acad Dermatol Venereol
32426864	A clinicopathological study of eight patients with COVID-19 pneumonia and a late-onset exanthema.	J Eur Acad Dermatol Venereol
32421877	A late-onset widespread skin rash in a previous COVID-19-infected patient: viral or multidrug effect?	J Eur Acad Dermatol Venereol
32417420	Algorithm for the classification of COVID-19 rashes.	J Am Acad Dermatol
32412681	Appearance of skin rash in pediatric patients with COVID-19: Three case presentations.	Dermatol Ther
32409976	Follow-up of skin lesions during the evolution of COVID-19: a case report.	Arch Dermatol Res
32409442	Skin manifestations of COVID-19.	Cleve Clin J Med
32407564	Cutaneous manifestations in COVID-19: familial cluster of urticarial rash.	Clin Exp Dermatol
32402389	[Maculopapular rash as initial manifestation of SRAS-coronavirus-2 infection].	Med Clin (Barc)
32401466	Remdesivir	Drugs and Lactation Database (LactMed)
32396999	Clustered cases of acral perniosis: Clinical features, histopathology, and relationship to COVID-19.	Pediatr Dermatol
32384180	Clinical and histological characterization of vesicular COVID-19 rashes: a prospective study in a tertiary care hospital.	Clin Exp Dermatol
32383234	Cutaneous manifestations of the Coronavirus Disease 2019 (COVID-19): A brief review.	Dermatol Ther
32381430	Cutaneous manifestations of COVID-19: Report of three cases and a review of literature.	J Dermatol Sci
32380215	"Reply to ""Varicella-like exanthem as a specific COVID-19-associated skin manifestation: multicenter case series of 22 patients"": Discussing specificity."	J Am Acad Dermatol
32372752	Case Report: Diagnosis of COVID-19 versus Tropical Diseases in Pakistan.	Am J Trop Med Hyg
32364441	Don't judge too RAShly: the multifaceted role of the renin-angiotensin system and its therapeutic potential in COVID-19.	Am J Physiol Lung Cell Mol Physiol
32364440	"Reply to Letter to the Editor: ""Don't judge too RAShly: the multifaceted role of the renin-angiotensin system and its therapeutic potential in COVID-19""."	Am J Physiol Lung Cell Mol Physiol
32358895	Histological pattern in COVID-19-induced viral rash.	J Eur Acad Dermatol Venereol
32352487	Petechial Skin Rash Associated With Severe Acute Respiratory Syndrome Coronavirus 2 Infection.	JAMA Dermatol
32352022	Urticarial exanthem as early diagnostic clue for COVID-19 infection.	JAAD Case Rep
32330336	SARS-CoV-2 infection presenting as a febrile rash.	J Eur Acad Dermatol Venereol
32320091	Dermatologists and SARS-CoV-2: the impact of the pandemic on daily practice.	J Eur Acad Dermatol Venereol
32315079	Varicella-like exanthem associated with COVID-19 in an 8-year-old girl: A diagnostic clue?	Pediatr Dermatol
32313826	Morbilliform exanthem associated with COVID-19.	JAAD Case Rep
32307298	Severe cerebral involvement in adult-onset hemophagocytic lymphohistiocytosis.	J Clin Neurosci
32305439	Varicella-like exanthem as a specific COVID-19-associated skin manifestation: Multicenter case series of 22 patients.	J Am Acad Dermatol
32299776	Complement associated microvascular injury and thrombosis in the pathogenesis of severe COVID-19 infection: A report of five cases.	Transl Res
32294270	Viral exanthem in COVID-19, a clinical enigma with biological significance.	J Eur Acad Dermatol Venereol
32294259	A distinctive skin rash associated with coronavirus disease 2019?	J Eur Acad Dermatol Venereol
32283235	"Reply to: ""Various forms of skin rash in COVID-19: Petechial rash in a patient with COVID-19 infection""."	J Am Acad Dermatol
32283233	"Reply to ""COVID-19 can present with a rash and be mistaken for dengue"": Petechial rash in a patient with COVID-19 infection."	J Am Acad Dermatol
32282312	A Case of COVID-19 Pneumonia in a Young Male with Full Body Rash as a Presenting Symptom.	Clin Pract Cases Emerg Med
32266184	Infants Born to Mothers With a New Coronavirus (COVID-19).	Front Pediatr
32213305	COVID-19 can present with a rash and be mistaken for dengue.	J Am Acad Dermatol
