pmid	title_e	journal
34108746	Inequitable COVID-19 vaccine distribution and its effects.	Bull World Health Organ
34108737	"[Possible effect of the ""original antigenic sin"" in vaccination against new variants of SARS-CoV-2]."	Rev Clin Esp
34108736	[COVID-19, Guillain-Barre syndrome, and the vaccine. A dangerous combination].	Rev Clin Esp
34108716	Impact of vaccination on new SARS-CoV-2 infections in the United Kingdom.	Nat Med
34108715	COVID-19 vaccination and immune thrombocytopenia.	Nat Med
34108714	First-dose ChAdOx1 and BNT162b2 COVID-19 vaccines and thrombocytopenic, thromboembolic and hemorrhagic events in Scotland.	Nat Med
34108440	Fast-spreading SARS-CoV-2 variants: challenges to and new design strategies of COVID-19 vaccines.	Signal Transduct Target Ther
34108413	Nurses on the front line: The 1918 influenza pandemic and COVID-19.	Nursing
34108276	COVID-19 Eradication for Vaccine Equity in Low Income Countries.	Indian Pediatr
34108257	Justice in COVID-19 vaccine prioritisation: rethinking the approach.	J Med Ethics
34108186	A Neoadjuvant Chemotherapy Trial for Early Breast Cancer is Impacted by COVID-19: Addressing Vaccination and Cancer Trials Through Education, Equity, and Outcomes.	Clin Cancer Res
34108166	How can human-centered design build a story-based video intervention that addresses vaccine hesitancy and bolsters vaccine confidence in the Philippines? A mixedmethod protocol for project SALUBONG.	BMJ Open
34108119	Economic evaluation for mass vaccination against COVID-19.	J Formos Med Assoc
34108076	Impact of the COVID-19 pandemic on the provision of routine childhood immunizations in Ontario, Canada.	Vaccine
34107930	Willingness to receive future COVID-19 vaccines following the COVID-19 epidemic in Shanghai, China.	BMC Public Health
34107917	Containing pandemics through targeted testing of households.	BMC Infect Dis
34107889	Prospective Assessment of SARS-CoV-2 Seroconversion (PASS) study: an observational cohort study of SARS-CoV-2 infection and vaccination in healthcare workers.	BMC Infect Dis
34107667	Persons with intellectual disabilities and use of coercion with COVID-19 vaccination.	Tidsskr Nor Laegeforen
34107666	[Should nursing home residents without vaccination be vaccinated against covid-19]?	Tidsskr Nor Laegeforen
34107529	Immunogenicity of Ad26.COV2.S vaccine against SARS-CoV-2 variants in humans.	Nature
34107233	A conceptual approach to the rationale for SARS-CoV-2 vaccine allocation prioritisation.	Pathog Glob Health
34107198	Adjunct Immune Globulin for Vaccine-Induced Immune Thrombotic Thrombocytopenia.	N Engl J Med
34107187	Audio Interview: Treating Complications of Covid Vaccination.	N Engl J Med
34107179	Efficacy of Single-Dose Ad26.COV2.S Vaccine against Covid-19. Reply.	N Engl J Med
34107178	Efficacy of Single-Dose Ad26.COV2.S Vaccine against Covid-19.	N Engl J Med
34106888	Heterologous immunization with Covishield and Pfizer vaccines against SARS-CoV-2 elicits a robust humoral immune response.	J Infect Dev Ctries
34106781	U.S.-Imposed Economic Sanctions on Iran in the COVID-19 Crisis From the Human Rights Perspective.	Int J Health Serv
34106460	Association of COVID-19 vaccination prioritization and hospitalization among older Washingtonians.	J Am Geriatr Soc
34106430	Vaccinations in Patients Receiving Systemic Drugs for Skin Disorders: What Can We Learn for SARS-Cov-2 Vaccination Strategies?	Drugs R D
34106294	[Coronavirus disease 2019 pandemic from a nephrological perspective].	Internist (Berl)
34106201	Associations of Vaccination and of Prior Infection With Positive PCR Test Results for SARS-CoV-2 in Airline Passengers Arriving in Qatar.	JAMA
34106172	[Consensus of the Genetics Branch of the Chilean Society of Pediatrics on the prioritization of people with Down syndrome and rare diseases for vaccination against SARS-CoV-2].	Andes Pediatr
34105997	Identification of Novel T-Cell Epitopes on Infectious Bronchitis Virus N Protein and Development of a Multi-epitope Vaccine.	J Virol
34105996	V367F Mutation in SARS-CoV-2 Spike RBD Emerging during the Early Transmission Phase Enhances Viral Infectivity through Increased Human ACE2 Receptor Binding Affinity.	J Virol
34105917	Extremely high mortality rates among hemodialysis patients with COVID-19 before the era of SARS-CoV-2 vaccination: results from a large database from the North of Poland.	Pol Arch Intern Med
34105617	Ethical issues in placebo-controlled trials of COVID-19 vaccines.	Cad Saude Publica
34105604	COVID-19 in northeast Brazil: first year of the pandemic and uncertainties to come.	Rev Saude Publica
34105594	Brazil in the face of new SARS-CoV-2 variants: emergencies and challenges in public health.	Rev Bras Epidemiol
34105448	Influenza vaccination among healthcare personnel during the coronavirus disease 2019 (COVID-19) pandemic.	Infect Control Hosp Epidemiol
34105432	Forty days of regulatory emergency use authorisation of COVID-19 vaccines: Interfacing efficacy, hesitancy and SDG target 3.8.	Glob Public Health
34105372	Understanding vaccine hesitancy: the evidence.	Br J Community Nurs
34105336	Anaphylaxis is a rare reaction in COVID-19 vaccination.	J Biol Regul Homeost Agents
34105286	Rapid and Repetitive Inactivation of SARS-CoV-2 and Human Coronavirus on Self-Disinfecting Anionic Polymers.	Adv Sci (Weinh)
34105247	Acquired thrombotic thrombocytopenic purpura: A rare disease associated with BNT162b2 vaccine.	J Thromb Haemost
34105244	First report of a de novo iTTP episode associated with an mRNA-based anti-COVID-19 vaccination.	J Thromb Haemost
34105173	Using blood services platforms to facilitate COVID-19 vaccination programs.	Vox Sang
34105037	Middle East Respiratory Syndrome (MERS) Virus-Pathophysiological Axis and the Current Treatment Strategies.	AAPS PharmSciTech
34104880	Current knowledge of COVID-19: Advances, challenges and future perspectives.	Biosaf Health
34104879	The influence of selection bias on identifying an association between allergy medication use and SARS-CoV-2 infection.	EClinicalMedicine
34104872	Potent germline-like monoclonal antibodies: rapid identification of promising candidates for antibody-based antiviral therapy.	Antib Ther
34104816	Addressing the global surge of COVID-19 cases: Insights from diagnostics, improved treatment strategies, vaccine development and application.	J Clin Transl Res
34104472	COVID-19 vaccination willingness among people with multiple sclerosis.	Mult Scler J Exp Transl Clin
34104357	Screening of world approved drugs against highly dynamical spike glycoprotein of SARS-CoV-2 using CaverDock and machine learning.	Comput Struct Biotechnol J
34104284	Acute necrotic hemorrhagic leukoencephalitis related to COVID-19: a report of 2 cases.	Radiol Case Rep
34104261	COVID-19 vaccine hesitancy: Pharmacists must be proactive and move the middle.	Can Pharm J (Ott)
34104250	SARS-CoV-2 diagnosis: a single-centre experience.	J Med Life
34104246	Knowledge, attitude and practice towards COVID-19 among individuals with associated comorbidities.	J Med Life
34104221	Author response to: Correspondence to humoral immune response to COVID-19 mRNA vaccine in patients with multiple sclerosis treated with high-efficacy disease-modifying therapies.	Ther Adv Neurol Disord
34104219	Correspondence to: Humoral immune response to COVID-19 mRNA vaccine in patients with multiple sclerosis treated with high-efficacy disease-modifying therapies.	Ther Adv Neurol Disord
34104199	The UK approach to COVID-19 vaccination: why was it so different?	Drugs Context
34104127	Advanced packaging for distribution and storage of COVID-19 vaccines: a review.	Environ Chem Lett
34104016	Risk Perception and Hesitancy Toward COVID-19 Vaccination Among Healthcare Workers and Staff at a Medical College in Nepal.	Risk Manag Healthc Policy
34103948	Understanding of COVID-19 Vaccine Knowledge, Attitude, Acceptance, and Determinates of COVID-19 Vaccine Acceptance Among Adult Population in Ethiopia.	Infect Drug Resist
34103937	Vaccination and the Prevention of Communicable Diseases in Healthcare Settings: Lessons from the Covid-19 Pandemic.	Health Serv Insights
34103786	SARS-CoV-2 and Patent Activity.	Mol Gen Microbiol Virol
34103772	Geospatial analysis of misinformation in COVID-19 related tweets.	Appl Geogr
34103735	China is vaccinating a staggering 20 million people a day.	Nature
34103618	A model and predictions for COVID-19 considering population behavior and vaccination.	Sci Rep
34103517	Large variation in anti-SARS-CoV-2 antibody prevalence among essential workers in Geneva, Switzerland.	Nat Commun
34103510	Optimizing vaccine allocation for COVID-19 vaccines shows the potential role of single-dose vaccination.	Nat Commun
34103407	Antibodies elicited by mRNA-1273 vaccination bind more broadly to the receptor binding domain than do those from SARS-CoV-2 infection.	Sci Transl Med
34103389	Getting the COVID-19 vaccine as a transplant patient.	BMJ Evid Based Med
34103330	Childhood vaccination: Access problems in UK began way before covid-19.	BMJ
34103125	[Vaccination of healthcare workers against COVID-19].	Soins
34102600	A tale of two diseases: Sarcoidosis, COVID-19 and new therapeutic options with dual RAS inhibition and tetanus-diphtheria vaccine.	Med Hypotheses
34102313	Ct Values Do Not Predict Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Transmissibility in College Students.	J Mol Diagn
34102098	Outbreak of SARS-CoV-2 B.1.1.7 Lineage after Vaccination in Long-Term Care Facility, Germany, February-March 2021.	Emerg Infect Dis
34102097	Delayed Antibody and T-Cell Response to BNT162b2 Vaccination in the Elderly, Germany.	Emerg Infect Dis
34102015	What gastroenterologists should know about SARS-CoV 2 vaccine: World Endoscopy Organization perspective.	United European Gastroenterol J
34101990	Effectiveness of SARS-CoV-2 vaccination in fully vaccinated solid organ transplant recipients.	Am J Transplant
34101973	The statistical risk of diagnosing coincidental acquired hemophilia A following anti-SARS-CoV-2 vaccination.	J Thromb Haemost
34101717	In brief: Pfizer/BioNTech COVID-19 vaccine authorized for adolescents 12-15 years old.	Med Lett Drugs Ther
34101623	Impaired humoral and cellular immunity after SARS-CoV-2 BNT162b2 (tozinameran) prime-boost vaccination in kidney transplant recipients.	J Clin Invest
34101621	The Israeli study of Pfizer BNT162b2 vaccine in pregnancy: considering maternal and neonatal benefits.	J Clin Invest
34101549	Relationship between BCG vaccination and increased mortality from COVID-19. An ecological fallacy?	Rev Med Inst Mex Seguro Soc
34101528	Carbohydrate-containing nanoparticles as vaccine adjuvants.	Expert Rev Vaccines
34101517	An Overview About the Role of Adaptive Immunity in Keeping SARS-CoV-2 Reinfections at Bay.	Viral Immunol
34101203	Prevalence of IgG antibodies induced by the SARS-COV-2 virus in asymptomatic adults in Nuevo Leon, Mexico.	J Med Virol
34101024	Cerebral venous sinus thrombosis 2 weeks after the first dose of mRNA SARS-CoV-2 vaccine.	Acta Neurochir (Wien)
34100388	Use of COVID-19 vaccines in patients with liver disease and post-liver transplantation: Position statement of the Saudi association for the study of liver diseases and transplantation.	Saudi J Gastroenterol
34100306	Late-onset cutaneous reaction to BNT162b2 mRNA COVID-19 vaccine in an immunocompromised patient.	Mult Scler
34100300	Immunomodulatory role and potential utility of various nutrients and dietary components in SARS-CoV-2 infection.	Int J Vitam Nutr Res
34100279	Be aware of SARS-CoV-2 spike protein: There is more than meets the eye.	J Biol Regul Homeost Agents
34100214	Immune thrombocytopenia following COVID-19 mRNA vaccine: casuality or causality?	Intern Emerg Med
34100150	Tozinameran (BNT162b2) Vaccine: The Journey from Preclinical Research to Clinical Trials and Authorization.	AAPS PharmSciTech
34099998	Beyond the jab: A need for global coordination of pharmacovigilance for COVID-19 vaccine deployment.	EClinicalMedicine
34099981	Assessment of nitric oxide (NO) potential to mitigate COVID-19 severity.	Virusdisease
34099948	A mathematical programming approach for equitable COVID-19 vaccine distribution in developing countries.	Ann Oper Res
34099884	Therapeutic vaccine for chronic diseases after the COVID-19 Era.	Hypertens Res
34099808	SARS-CoV-2 mutations in Brazil: from genomics to putative clinical conditions.	Sci Rep
34099578	Overcoming COVID-19 vaccination resistance when alternative policies affect the dynamics of conformism, social norms, and crowding out.	Proc Natl Acad Sci U S A
34099541	Do coronavirus vaccine challenge trials have a distinctive generalisability problem?	J Med Ethics
34099378	Coronavirus disease vaccination in heart failure: No time to waste.	Arch Cardiovasc Dis
34099338	Breakthrough COVID-19 case after full-dose administration of CoronaVac vaccine.	Indian J Med Microbiol
34099209	Is the tuberculosis vaccine BCG an alternative weapon for developing countries to defeat COVID-19?	Indian J Tuberc
34099082	Importance of Pharmacy Partnerships in Effective COVID-19 Vaccine Distribution.	Disaster Med Public Health Prep
34098986	A comprehensive review on clinical and mechanistic pathophysiological aspects of COVID-19 Malady: How far have we come?	Virol J
34098950	Identification of COVID-19 B-cell epitopes with phage-displayed peptide library.	J Biomed Sci
34098567	Nanobodies from camelid mice and llamas neutralize SARS-CoV-2 variants.	Nature
34098566	Antibody Response to the Janssen COVID-19 Vaccine in Solid Organ Transplant Recipients.	Transplantation
34098342	SARS-CoV-2 elicits robust adaptive immune responses regardless of disease severity.	EBioMedicine
34098108	Comparative immunogenicity analysis of intradermal versus intramuscular administration of SARS-CoV-2 RBD epitope peptide-based immunogen In vivo.	Microbes Infect
34098099	Learning from the past: Taiwan's responses to COVID-19 versus SARS.	Int J Infect Dis
34097709	Signal-regulatory protein alpha is an anti-viral entry factor targeting viruses using endocytic pathways.	PLoS Pathog
34097667	COVID-19 Vaccination Outcomes at a Pediatric Long-Term Care Facility.	Pediatr Infect Dis J
34097590	Identification of novel drug candidates for the inhibition of catalytic cleavage activity of coronavirus 3CL-like protease enzyme.	Curr Pharm Biotechnol
34097570	A human antibody of potent efficacy against SARS-CoV-2 in rhesus macaques showed strong blocking activity to B.1.351.	MAbs
34097564	Covid-19 pandemic: an opportunity to seize to increase awareness and vaccine coverage in at-risk populations.	Hum Vaccin Immunother
34097514	COVID-19-Related Deaths And Excess Deaths Among Medicare Fee-For-Service Beneficiaries.	Health Aff (Millwood)
34097433	Passing the Test: A Model-Based Analysis of Safe School-Reopening Strategies.	Ann Intern Med
34097311	Management of a patient with a rare congenital limb malformation syndrome after SARS-CoV-2 vaccine-induced thrombosis and thrombocytopenia (VITT).	Br J Haematol
34097044	Assessment of Effectiveness of 1 Dose of BNT162b2 Vaccine for SARS-CoV-2 Infection 13 to 24 Days After Immunization.	JAMA Netw Open
34097003	Detecting SARS-CoV-2 and its variant strains with a full genome tiling array.	Brief Bioinform
34096978	COVID-19 Vaccination of Health Care Personnel as a Condition of Employment: A Logical Addition to Institutional Safety Programs.	JAMA
34096972	Mandatory SARS-CoV-2 Vaccinations in K-12 Schools, Colleges/Universities, and Businesses.	JAMA
34096966	Vaccinated but Not Protected-Living Immunocompromised During the Pandemic.	JAMA
34096896	Unique Imaging Findings of Neurologic Phantosmia Following Pfizer-BioNtech COVID-19 Vaccination: A Case Report.	Top Magn Reson Imaging
34096836	COVID-19 vaccine hesitancy: a survey in a population highly compliant to common vaccinations.	Hum Vaccin Immunother
34096442	Measles, mumps, rubella prevention: how can we do better?	Expert Rev Vaccines
34096383	Immune system and COVID-19 by sex differences and age.	Womens Health (Lond)
34096082	Vaccine-induced thrombotic thrombocytopenia following Ad26.COV2.S vaccine in a man presenting as acute venous thromboembolism.	Am J Hematol
34095871	SARS-CoV-2 spike protein seropositivity from vaccination or infection does not cause sterility.	F S Rep
34095793	Association between previous infection with SARS CoV-2 and the risk of self-reported symptoms after mRNA BNT162b2 vaccination: Data from 3,078 health care workers.	EClinicalMedicine
34095747	Clinical and psychosocioeconomic impact of COVID-19 pandemic on patients of the Indian Progressive Systemic Sclerosis Registry (IPSSR).	Rheumatol Adv Pract
34095746	COVID-19 vaccination may cause FDG uptake beyond axillary area.	Eur J Hybrid Imaging
34095599	Study of SEIR epidemic model and scenario analysis of COVID-19 pandemic.	Ecol Genet Genom
34095308	Virtual Screening of Phytochemicals by Targeting HR1 Domain of SARS-CoV-2 S Protein: Molecular Docking, Molecular Dynamics Simulations, and DFT Studies.	Biomed Res Int
34095068	Will Healthcare Workers Accept a COVID-19 Vaccine When It Becomes Available? A Cross-Sectional Study in China.	Front Public Health
34094819	Time-variant reliability-based prediction of COVID-19 spread using extended SEIVR model and Monte Carlo sampling.	Results Phys
34094818	Utilizing the Theory of Planned Behavior to determine the intentions to receive the influenza vaccine during COVID-19: A cross-sectional survey of US adults.	Prev Med Rep
34094796	Application of reinforcement learning for effective vaccination strategies of coronavirus disease 2019 (COVID-19).	Eur Phys J Plus
34094633	All Nations Must Prioritize the COVID-19 Vaccination Program for Elderly Adults Urgently.	Aging Dis
34094251	Multi-targeting of functional cysteines in multiple conserved SARS-CoV-2 domains by clinically safe Zn-ejectors.	Chem Sci
34093567	COVID-19 mRNA Vaccines Are Generally Safe in the Short Term: A Vaccine Vigilance Real-World Study Says.	Front Immunol
34093548	Nasopharyngeal Type-I Interferon for Immediately Available Prophylaxis Against Emerging Respiratory Viral Infections.	Front Immunol
34093454	Antigenic Evolution on a Global Scale Reveals the Potential Natural Selection of Severe Acute Respiratory Syndrome-Coronavirus 2 by Pre-existing Cross-Reactive T-Cell Immunity.	Front Microbiol
34093105	Seroprevalence of COVID-19 and associated factors in a medical institution in Pakistan.	J Taibah Univ Med Sci
34093100	[Vaccination against COVID-19 in adolescents. A reality].	Vacunas
34093062	Opportunities for innovation: Building on the success of lipid nanoparticle vaccines.	Curr Opin Colloid Interface Sci
34093059	Willingness of Middle Eastern public to receive COVID-19 vaccines.	Saudi Pharm J
34093019	Willingness of Ethiopian Population to Receive COVID-19 Vaccine.	J Multidiscip Healthc
34092991	A Relational Reflection on Pandemic Nationalism.	J Chin Polit Sci
34092918	Vaccination control of an epidemic model with time delay and its application to COVID-19.	Nonlinear Dyn
34092896	"[Reply to ""COVID-19 and smoking: an opportunity to quit....when vaccinated!""]"	Arch Bronconeumol (Engl Ed)
34092876	Is it safe to breastfeed my baby after a coronavirus vaccine?	New Sci
34092799	Origin, Pathogenesis, Diagnosis and Treatment Options for SARS-CoV-2: A Review.	Biologia (Bratisl)
34092795	[Avian coronaviroses: Characteristics of epidemiological interest, in comparative medicine].	Bull Acad Natl Med
34092517	COVID-19 and influenza vaccine hesitancy among college students.	J Am Pharm Assoc (2003)
34092488	Thrombosis with Thrombocytopenia Syndrome associated with viral vector COVID-19 vaccines.	Eur J Intern Med
34092431	Adverse events following mRNA SARS-CoV-2 vaccination among U.S. nursing home residents.	Vaccine
34092429	Myocarditis following COVID-19 mRNA vaccination.	Vaccine
34092427	Brand-specific influenza vaccine effectiveness estimates during 2019/20 season in Europe - Results from the DRIVE EU study platform.	Vaccine
34092400	[Acral haemorrhage after the second dose administration of SARS-CoV-2 vaccine. A post-vaccinal reaction?]	Med Clin (Barc)
34092181	Serosurvey in BNT162b2 vaccine-elicited neutralizing antibodies against authentic B.1, B.1.1.7, B.1.351, B.1.525 and P.1 SARS-CoV-2 variants.	Emerg Microbes Infect
34092166	Reported adverse effects following COVID-19 vaccination at a tertiary care hospital, focus on cerebral venous sinus thrombosis (CVST).	Expert Rev Vaccines
34092149	Race, ethnicity and COVID-19 vaccination: a qualitative study of UK healthcare staff.	Ethn Health
34091665	Adverse Outcomes Associated with SARS-CoV-2 variant B.1.351 Infection in Vaccinated Residents of a Long Term Care Home, Ontario, Canada.	Clin Infect Dis
34091550	Vaccine allergy: evidence to consider for COVID-19 vaccines.	Curr Opin Allergy Clin Immunol
34091092	This is not a pipe - But how harmful is electronic cigarette smoke.	Biomed J
34091054	Highly efficient CD4+ T cell targeting and genetic recombination using engineered CD4+ cell-homing mRNA-LNPs.	Mol Ther
34091005	Colloidal gold immunochromatographic assay (GICA) is an effective screening method for identifying detectable anti-SARS-CoV-2 neutralizing antibodies.	Int J Infect Dis
34090827	Covid-19 and the impact on young athletes.	Paediatr Respir Rev
34090785	Antiphospholipid antibodies and risk of post-COVID-19 vaccination thrombophilia: The straw that breaks the camel's back?	Cytokine Growth Factor Rev
34090750	SARS-CoV-2 vaccine-induced cerebral venous thrombosis.	Eur J Intern Med
34090723	From sandbox to pandemic: Agile reform of Canadian drug regulation.	Health Policy
34090701	COVID-19 vaccine hesitancy: Lessons from Israel.	Vaccine
34090699	Methodologic approaches in studies using real-world data (RWD) to measure pediatric safety and effectiveness of vaccines administered to pregnant women: A scoping review.	Vaccine
34090624	Neutralising antibody activity against SARS-CoV-2 VOCs B.1.617.2 and B.1.351 by BNT162b2 vaccination.	Lancet
34090611	India faces a challenge with its mass vaccination efforts.	Lancet Glob Health
34090600	The CEPI centralised laboratory network: supporting COVID-19 vaccine development.	Lancet
34090468	SARS-CoV-2 complete genome sequencing from the Italian Campania region using a highly automated next generation sequencing system.	J Transl Med
34090396	Covid-19 and non-communicable diseases: evidence from a systematic literature review.	BMC Public Health
34089885	Rotavirus gastroenteritis in children hospitalized in northeastern Poland in 2006-2020: Severity, seasonal trends, and impact of immunization.	Int J Infect Dis
34089859	Effective DNA damage response after acute but not chronic immune challenge: SARS-CoV-2 vaccine versus Systemic Lupus Erythematosus.	Clin Immunol
34089659	Tackling missed opportunities for vaccination in a new era of immunisation.	Lancet
34089658	Delayed COVID-19 vaccine roll-out in Japan.	Lancet
34089576	Microsampling: A role to play in Covid-19 diagnosis, surveillance, treatment and clinical trials.	Drug Test Anal
34089541	Homologous and heterologous serological response to the N-terminal domain of SARS-CoV-2 in humans and mice.	Eur J Immunol
34089534	COVID-19 vaccines and nanomedicine.	Int J Dermatol
34089508	A Review on SARS-CoV-2-Induced Neuroinflammation, Neurodevelopmental Complications, and Recent Updates on the Vaccine Development.	Mol Neurobiol
34089504	Correction to: Can mRNA Vaccines Turn the Tables During the COVID-19 Pandemic? Current Status and Challenges.	Clin Drug Investig
34089367	Transcriptome analysis of primary chicken cells infected with infectious bronchitis virus strain K047-12 isolated in Korea.	Arch Virol
34089348	Dying of VOC-202012/01 - multimodal investigations in a death case of the SARS-CoV-2 variant.	Int J Legal Med
34089256	Acceptance of SARS-CoV-2 Vaccination Among a Cohort of IBD Patients From Southern Italy: A Cross-Sectional Survey.	Inflamm Bowel Dis
34089044	Infectious disease mRNA vaccines and a review on epitope prediction for vaccine design.	Brief Funct Genomics
34089030	WHO approval of Chinese CoronaVac COVID vaccine will be crucial to curbing pandemic.	Nature
34089016	Six months of COVID vaccines: what 1.7 billion doses have taught scientists.	Nature
34088959	Slight reduction in SARS-CoV-2 exposure viral load due to masking results in a significant reduction in transmission with widespread implementation.	Sci Rep
34088863	SARS CoV-2 (COVID-19) Current Pharmacotherapy for Mother and Infant.	Neonatal Netw
34088810	Acceptance of COVID-19 Vaccination Among Health System Personnel.	J Am Board Fam Med
34088762	Symptomatic Acute Myocarditis in 7 Adolescents After Pfizer-BioNTech COVID-19 Vaccination.	Pediatrics
34088761	Myocarditis After SARS-CoV-2 Vaccination: True, True, and... Related?	Pediatrics
34088730	Covid-19: Freedom won't last if UK doesn't share excess vaccine doses, aid agencies warn.	BMJ
34088703	Covid-19: UK has highest vaccine confidence and Japan and South Korea the lowest, survey finds.	BMJ
34088601	Therapeutic plasma exchange (TPE) as a plausible rescue therapy in severe vaccine-induced immune thrombotic thrombocytopenia.	Transfus Apher Sci
34088595	The effects of the COVID 19 pandemic on vaccine decisions in pregnant women.	Women Birth
34088506	U.S. Population-Based background incidence rates of medical conditions for use in safety assessment of COVID-19 vaccines.	Vaccine
34088503	Engaging Nursing Assistants to Enhance Receptivity to the Coronavirus Disease 2019 Vaccine.	J Am Med Dir Assoc
34088473	PET/CT Variants and Pitfalls in Breast Cancers.	Semin Nucl Med
34088336	Prioritizing health care workers and first responders for access to the COVID19 vaccine is not unethical, but both fair and effective - an ethical analysis.	Scand J Trauma Resusc Emerg Med
34088334	Hemophagocytic lymphohistiocytosis after COVID-19 vaccination.	J Hematol Oncol
34087261	Adenoviral Vector DNA- and SARS-CoV-2 mRNA-Based Covid-19 Vaccines: Possible Integration into the Human Genome - Are Adenoviral Genes Expressed in Vector-based Vaccines?	Virus Res
34087252	Gross hematuria following SARS-CoV-2 vaccination in patients with IgA nephropathy.	Kidney Int
34087242	Immunogenicity of Pfizer-BioNTech COVID-19 vaccine in patients with inborn errors of immunity.	J Allergy Clin Immunol
34087220	Synthetic proteins for COVID-19 diagnostics.	Peptides
34087152	COVID-19 mRNA vaccine-related adenopathy mimicking metastatic melanoma.	Lancet Oncol
34087120	COVID-19 vaccines in patients with cancer.	Lancet Oncol
34087093	Failure to seroconvert after two doses of BNT162b2 SARS-CoV-2 vaccine in a patient with uncontrolled HIV.	Lancet HIV
34086967	We are here...so where's the vaccine? Achieving 'herd immunity' in the midst of the COVID-19 pandemic.	J Public Health (Oxf)
34086881	Incidence and Characteristics of Delayed Injection Site Reaction to the mRNA-1273 SARS-CoV2 Vaccine (Moderna) in a Cohort of Hospital Employees.	Clin Infect Dis
34086877	Mathematical modeling to inform vaccination strategies and testing approaches for COVID-19 in nursing homes.	Clin Infect Dis
34086813	Mitigating infodemics: The relationship between news exposure and trust and belief in COVID-19 fake news and social media spreading.	PLoS One
34086762	Excess mortality associated with the COVID-19 pandemic among Californians 18-65 years of age, by occupational sector and occupation: March through November 2020.	PLoS One
34086594	Examine the impact of COVID-19 Vaccine Communication, Acceptance and Practice (CO-VIN-CAP) on Vaccine hesitancy in an Indian setting: Protocol for a Cross-Sectional Study.	JMIR Res Protoc
34086593	Engagement With COVID-19 Public Health Measures in the United States: A Cross-sectional Social Media Analysis from June to November 2020.	J Med Internet Res
34086552	State-of-the-art and projected developments of nanofiber filter material for face mask against covid-19.	Recent Pat Nanotechnol
34086357	SARS-CoV-2-specific CD8(+) T-cell responses and TCR signatures in the context of a prominent HLA-A*24:02 allomorph.	Immunol Cell Biol
34086129	Hesitancy Toward a COVID-19 Vaccine.	Ecohealth
34086060	Acute reduction of visual acuity and visual field after Pfizer-BioNTech COVID-19 vaccine 2nd dose: a case report.	Inflamm Res
34086058	Follow-up of a national web-based survey on the SARS-CoV-2 infectious state of otorhinolaryngologists in Germany.	HNO
34086047	Children and COVID-19 Vaccines.	JAMA Pediatr
34085898	The influencing factors of discrimination against recovered Coronavirus disease 2019 (COVID-19) patients in China: a national study.	Hum Vaccin Immunother
34085617	High but slightly declining COVID-19 vaccine acceptance and reasons for vaccine acceptance, Finland April to December 2020-Corrigendum.	Epidemiol Infect
34085330	Anti-COVID-19 measurements for hidradenitis suppurativa patients.	Exp Dermatol
34085281	The impact of COVID-19 on pregnancy and therapeutic drug development.	Br J Pharmacol
34085278	Single dose of BNT162b2 mRNA vaccine against severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) induces neutralising antibody and polyfunctional T-cell responses in patients with chronic myeloid leukaemia.	Br J Haematol
34084986	Co-Created Messaging for Influenza Vaccination in a High-Risk Hispanic Community Provides Groundwork for COVID-19 Vaccine.	Health Equity
34084669	Acute Pancreatitis: A Possible Side Effect of COVID-19 Vaccine.	Cureus
34084269	Attitudes of Suburban Kansan Parents Regarding School-Required Immunizations and the Influences of the Coronavirus Pandemic.	Kans J Med
34084240	Obesity as key challenge for the health systems resilience during the COVID-19 pandemic.	Acta Endocrinol (Buchar)
34084161	Seroprevalence Surveys for Anti-SARS-CoV-2 Antibody in Different Populations in Taiwan With Low Incidence of COVID-19 in 2020 and Severe Outbreaks of SARS in 2003.	Front Immunol
34084042	Need of Vibrant Vaccine Pharmacovigilance During Current Global COVID-19 Pandemic: More Than Ever.	J Pharm Bioallied Sci
34083848	A Narrative Review of a Pulmonary Aerosolized Formulation or a Nasal Drop Using Sera Containing Neutralizing Antibodies Collected from COVID-19-Recovered Patients as a Probable Therapy for COVID-19.	Iran J Med Sci
34083563	Ensemble machine learning of factors influencing COVID-19 across US counties.	Sci Rep
34083502	Coronavirus Disease 2019 and Kidney Transplantation in Saudi Arabia: Outcomes and Future Opportunities.	Ann Transplant
34083091	The Dark Side of the Moon: Global challenges in the distribution of vaccines and implementation of vaccination plans against COVID-19.	Maturitas
34083090	Classification of community-acquired outbreaks for the global transmission of COVID-19: Machine learning and statistical model analysis.	J Formos Med Assoc
34083026	Atypical thrombosis associated with VaxZevria(R) (AstraZeneca) vaccine: Data from the French Network of Regional Pharmacovigilance Centres.	Therapie
34082822	Knowledge of infection prevention and control among healthcare workers and factors influencing compliance: a systematic review.	Antimicrob Resist Infect Control
34082498	Dynamics of the COVID-19 epidemic in the post-vaccination period in Korea: a rapid assessment.	Epidemiol Health
34082041	Essential sufficiency of zinc, omega-3 polyunsaturated fatty acids, vitamin D and magnesium for prevention and treatment of COVID-19, diabetes, cardiovascular diseases, lung diseases and cancer.	Biochimie
34081948	ANCA glomerulonephritis after the Moderna COVID-19 vaccination.	Kidney Int
34081947	Humoral response of the mRNA-1273 SARS-CoV-2 vaccine in peritoneal dialysis patients.	Kidney Int
34081806	COVID-19 vaccine-induced Stevens-Johnson syndrome.	Clin Exp Dermatol
