link,title,abstract,tag,author,keyword
https://pubmed.ncbi.nlm.nih.gov/18510665/,An evidence base for reconsidering current follow-up guidelines for patients with cutaneous melanoma less than 0.5 mm thick at diagnosis,"Background: Despite current guidelines, there is uncertainty about the required duration and frequency of follow-up visits for patients with invasive primary cutaneous melanoma < 0.5 mm thick.",,J Einwachter-Thompson;R M MacKie,melanoma
https://pubmed.ncbi.nlm.nih.gov/33179441/,Autosomal-dominant WFS1-related disorder-Report of a novel WFS1 variant and review of the phenotypic spectrum of autosomal recessive and dominant forms,"Wolfram syndrome was initially reported as an autosomal recessive (AR), progressive neurodegenerative disorder that leads to diabetes insipidus, childhood onset diabetes mellitus (DM), optic atrophy, and deafness (D) also known as DIDMOAD. However, heterozygous dominant pathogenic variants in Wolfram syndrome type 1 (WFS1) may lead to distinct, allelic conditions, described as isolated sensorineural hearing loss (SNHL), syndromic SNHL, congenital cataracts, or early onset DM. We report a family with a novel dominant, likely pathogenic variant in WFS1 (NM_006005.3) c.2605_2616del12 (p.Ser869_His872del), resulting in cataracts, SNHL, and DM in a female and her mother. A maternal aunt had cataracts, DM, and SNHL but was not tested for the familial WFS1 mutation. Both the mother and maternal aunt had early menopause by age 43 years and infertility which may be a coincidental finding that has not been associated with autosomal dominant AD WFS1-related disorder to the best of our knowledge. Screening at risk individuals in families with the AR Wolfram syndrome, for DM, SNHL, and for cataracts is indicated.",WFS1 variants; WFS1-related disorders; Wolfram syndrome; cataracts; early onset diabetes; hearing loss.,Aya Abu-El-Haija;Caroline McGowan;Deborah Vanderveen;Olaf Bodamer,diabetes
https://pubmed.ncbi.nlm.nih.gov/3221143/,Diabetes insipidus in severely brain damaged children,"Nineteen children aged four months to 15 years with diabetes insipidus (DI) secondary to severe brain insults were studied. The main primary brain insult was severe head injury in 12, anoxic ischemic brain damage in four, encephalitis in two, Reye's syndrome in one. Sixteen children died, and three survived. The time from insult to onset of polyuria varied from several hours to one month, and was significantly shorter in head trauma patients, 1.8 +/- 0.9 vs. 9.3 +/- 1.9 days for patients with anoxic ischemic brain damage (p less than 0.03). Twelve of the 19 patients met the criteria for brain death at onset of DI. Treatment by appropriate fluids and vasopressin resulted in resolution of polyuria and increase in urine osmolality. Ten patients developed DI while being treated with dopamine for hemodynamic support. In two of these patients, the cessation of dopamine was time-related to the resolution of DI. Our results indicate that as many as 15% of children with DI (with 95% confidence) following severe brain injury may survive. Hence, despite the overall poor prognosis, its occurrence does not necessarily indicate brain death.",,Z Barzilay;E Somekh,diabetes
https://pubmed.ncbi.nlm.nih.gov/22668533/,Management and follow-up of a patient with Familial Atypical Multiple Mole-Melanoma (FAMMM) Syndrome,"Introduction: Familial Atypical Multiple Mole-Melanoma Syndrome (FAMMM) is an autosomal dominant genodermatosis characterized by the presence of a high number of dysplastic nevi and family history of melanoma or pancreatic cancer. Melanomas in FAMMM patients tend to occur at a younger age, although they are clinically similar to sporadic melanomas in terms of overall survival.",,M G Onesti;N Fallico;M Ciotti;F Pacitti;P Lieto;R Clerico,melanoma
https://pubmed.ncbi.nlm.nih.gov/3177449/,Fragile X syndrome and nephrogenic diabetes insipidus,We describe a man with the fra(X) syndrome and nephrogenic diabetes insipidus. The disease loci for both conditions are in the region Xq27.3-q28. This is the first report of the fra(X) syndrome associated with another X-linked disorder. Analysis of DNA markers suggested that the association in this man was coincidental.,,G K Suthers;G Turner;J C Mulley,diabetes
https://pubmed.ncbi.nlm.nih.gov/30192302/,Melanoma diagnosis: predictive value of macroscopic changes observed by the patient,"About half of the melanomas are detected by patients but the mean thickness of such melanomas is higher than when diagnosed by physicians. Symptoms and signs described by patients are dynamic changes and pruritus, the appearance of a new lesion having been rarely investigated. These observations are documented for melanomas but not for benign naevi. To the best of our knowledge, this is the first study in which both melanomas and suspected excised naevi were included. The main objectives were to (a) analyse the value of the anamnestic predictors for melanoma versus non-melanoma and (b) calculate the influence of age on the most significant anamnestic predictors. In order to reach these objectives, we prospectively collected data on symptoms (pruritus, anxiety) and signs (de novo appearance, dynamic changes and bleeding) described by patients undergoing the excision of lesions clinically diagnosed as melanocytic and considered as suspicious by 46 Belgian dermatologists. Among 1865 lesions, dynamic changes and de novo appearance were significant predictors for melanoma versus non-melanoma diagnosis in all patients and patients older than 50, respectively. More precisely, dynamic changes and de novo appearance occurred to be strong predictors for melanoma diagnosis in patients greater than 41.5 and greater than 44.5 years, respectively. Pruritus was not significant for melanoma diagnosis. As a conclusion, when mid-age or older patients observe melanocytic lesions as recently changed or newly appeared, such lesions should be considered more carefully than when observed by young patients.",,Isabelle Tromme;Laurine Sacré;Fatima Hammouch;Pauline Richez;Jean-Marie Degryse;Niko Speybroeck,melanoma
https://pubmed.ncbi.nlm.nih.gov/16109315/,"Prevalence, treatment, and control of chest pain syndromes and associated risk factors in hypertensive patients","Background: Prevalence of chest pain syndromes (CPS)-chest pain, angina pectoris, chronic angina, and preinfarction angina/intermediate coronary syndrome (ICS)-among hypertensive patients and medical management of these disorders in primary care are not well defined.",,Katharine H Hendrix;Susan Mayhan;Daniel T Lackland;Brent M Egan,hypertension
https://pubmed.ncbi.nlm.nih.gov/305552/,Prevalence of high blood pressure treated and untreated in an urban adult New Zealand population: Napier 1973,The prevalence of hypertensive levels of blood pressure was investigated in a random sample of 2535 adults in Napier in 1973. More than 70 percent of all persons examined had been measured for blood pressure within the previous five years. A retrospective analysis of results using the WHO classification indicated that 16.4 percent of the adult population had a mean systolic pressure of not less than 160mmHg or mean diastolic pressure of not less than 95mmHg. One third of the hypertensive group was receiving treatment and one half of those on therapy were effectively controlled. The total prevalence of treated and untreated hypertensives was estimated to be 20 percent of the survey population. According to the WHO criteria for blood pressure classification 33 percent of those over 60 years were hypertensive.,,B W Christmas;A S Turner,hypertension
https://pubmed.ncbi.nlm.nih.gov/14646625/,Treatment of locoregional metastases of malignant melanomas with radiotherapy and intralesional beta-interferon injection,"Intralesional injection of beta-interferon can lead to remission of metastatic melanomas. Simultaneous radiotherapy may augment the effect of these injections. The effect of intralesional beta-interferon injections combined with radiotherapy was examined in patients with metastatic malignant melanoma. A total of 20 patients with inoperable, incapacitating and disfiguring malignant melanoma metastases were treated with simultaneous external beam radiotherapy (electrons and/or photons) and intralesional injection of beta-interferon. The total radiation dosage ranged from 40-50 Gy, fractionated as 1.8 Gy five times per week. beta-Interferon (Fiblaferon) 3-5 million units per injection was administered three times weekly until symptoms disappeared or until termination of therapy. One patient was treated with beta-interferon alone; the area harbouring the tumour had been previously irradiated. Five patients treated in this way showed partial remission after combined therapy and 12 showed complete remission, with permanent regression of metastases. The latter group included five patients with lengthy survival times, including one patient who has been free of symptoms for 7 years following treatment. Injected metastases showed complete regression in the patient who was treated exclusively with beta-interferon post-irradiation. In conclusion, combined treatment with radiotherapy and intratumoral injection of beta-interferon controlled local tumour growth in inoperable metastatic malignant melanomas.",,Eberhard Paul;Irmgard Müller;Helmut Renner;Rolf-Hasso Bödeker;Alistair J Cochran,melanoma
https://pubmed.ncbi.nlm.nih.gov/9085148/,Immunohistochemical localization of muscarinic acetylcholine receptors in primary and metastatic malignant melanomas,"In embryos morphogenetically active cells transiently express the cholinergic system comprising cholinesterase activity and muscarinic acetylcholine receptors. Malignant melanomas develop from melanocytes, which are derived from the neural crest. Neural crest cells express the embryonic muscarinic system during migration. Using the monoclonal antibody M35, we now show that normal melanocytes carry no muscarinic receptors, whereas malignant melanoma cells express them again. In primary melanomas and metastatic melanomas, we identified muscarinic receptors in solid strands or groups of atypical cells. In all primary malignant melanomas studied we found inhomogeneous distributions of M35-immunoreactivity subdividing the tumors into three different zones. In the tumor center, groups or single cells often showed only little or even no immunofluorescence. In contrast, pericentrally we detected strong immunostaining in the conglomerations of atypical melanocytes. In the peripheral infiltration zone, intensely fluorescent cells in clusters or single, were spreading into the normal tissue, leading to a more patchy staining pattern. Melanocytes of nevi also possess muscarinic receptors, showing similar distribution patterns as in the melanoma. We suggest that in malignant melanomas muscarinic receptors might play a regulative role in infiltrative growth and metastasis.",,M Lammerding-Köppel;S Noda;A Blum;G Schaumburg-Lever;G Rassner;U Drews,melanoma
https://pubmed.ncbi.nlm.nih.gov/28709823/,Intracardiac foreign body resulting from a transmediastinal gunshot mimics an extracardiac foreign body: An image presentation,"A transmediastinal gunshot wound (TMGW) is one of the most severe traumatic injuries, with a high mortality rate. Prompt diagnosis and emergency surgical intervention with or without cardiopulmonary bypass are usually required to save lives. We report a particular case of TMGW in which the computed tomography imaging findings indicated an extracardiac foreign body. However, intraoperative findings revealed an intracardiac foreign body, and urgent cardiopulmonary bypass was performed to remove the foreign body. We suggest that cardiopulmonary bypass should be on standby during an exploratory sternotomy for TMGW, when the trajectory of the bullet hints at a cardiac-penetrating injury according to imaging studies and the location of the bullet remains unaffected by the patient's postural changes.",Surgery; Transmediastinal gunshot wound (TMGW).,Hsun-Yi Fu;Mao Ting;Yi-Chia Wang;Hsi-Yu Yu,chest
https://pubmed.ncbi.nlm.nih.gov/18603072/,Accelerated treatment of postpneumonectomy empyema: a binational long-term study,Objective: Postpneumonectomy empyema remains a clinical challenge. We proposed an accelerated therapy without an open chest window 5 years ago. This concept was evaluated on a larger scale in 2 centers in 2 different countries.,,Didier Schneiter;Tomasz Grodzki;Didier Lardinois;Peter B Kestenholz;Janusz Wojcik;Bartosz Kubisa;Jaroslaw Pierog;Walter Weder,chest
https://pubmed.ncbi.nlm.nih.gov/33818415/,Rapid Antigen Detection Test for Severe Acute Respiratory Syndrome Coronavirus 2: How to Use It Properly?,"Cases of coronavirus disease 2019 (COVID-19) in Indonesia are still increasing and even higher in the last few weeks. Contact tracing and surveillance are important to locate cases in the community, including asymptomatic individuals. Diagnosis of COVID-19 depends on the detection of viral RNA, viral antigen, or indirectly, viral antibodies. Molecular diagnosis, using real time, reverse transcriptase polymerase chain reaction (RT-PCR), is the common standard method; however, it is not widely available in Indonesia and requires a high standard laboratory. Rapid, point-of-care antibody testing has been widely used as an alternative; however, interpretation of the results is not simple and now it is no longer used by the Indonesian government as a screening test for people travelling between locations. Thus, the rapid antigen detection test (Ag-RDT) is used by the Indonesian government as a screening test for travellers. As a result, many people buy the kit online and perform self-Ag-RDT at home. This raises the question of how safe and accurate it is to perform self-Ag-RDT at home. Before a test is applied, it is suggested to research its sensitivity and specificity, as compared to gold standard, and its limitations. In this article, laboratory diagnosis of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is discussed, with an emphasis on Ag-RDT and the recommendation to use it properly in daily practice.",COVID-19; SARS-CoV-2; antigen testing.,Tonny Loho;Djoko Widodo,covid-19
https://pubmed.ncbi.nlm.nih.gov/31404607/,Unraveling the crosstalk between melanoma and immune cells in the tumor microenvironment,"Cutaneous melanoma is the most common skin cancer with an incidence that has been rapidly increasing in the past decades. Melanomas are among the most immunogenic tumors and, as such, have the greatest potential to respond favorably to immunotherapy. However, like many cancers, melanomas acquire various suppressive mechanisms, which generally act in concert, to escape innate and adaptive immune detection and destruction. Intense research into the cellular and molecular events associated with melanomagenesis, which ultimately lead to immune suppression, has resulted in the discovery of new therapeutic targets and synergistic combinations of immunotherapy, targeted therapy and chemotherapy. Tremendous effort to determine efficacy of single and combination therapies in pre-clinical and clinical phase I-III trials has led to FDA-approval of several immunotherapeutic agents that could potentially be beneficial for aggressive, highly refractory, advanced and metastatic melanomas. The increasing availability of approved combination therapies for melanoma and more rapid assessment of patient tumors has increased the feasibility of personalized treatment to overcome patient and tumor heterogeneity and to achieve greater clinical benefit. Here, we review the evolution of the immune system during melanomagenesis, mechanisms exploited by melanoma to suppress anti-tumor immunity and methods that have been developed to restore immunity. We emphasize that an effective therapeutic strategy will require coordinate activation of tumor-specific immunity as well as increased recognition and accessibility of melanoma cells in primary tumors and distal metastases. This review integrates available knowledge on melanoma-specific immunity, molecular signaling pathways and molecular targeting strategies that could be utilized to envision therapeutics with broader application and greater efficacy for early stage and advanced metastatic melanoma.",Checkpoint inhibition; Cutaneous melanoma; Cytokine therapy; DC; Immune escape; Immunotherapy; Innate and adaptive immunity; MDSC; Metabolites; Metastasis; NK; Suppression; T cells; Treg; Tumor microenvironment; Vaccination; microRNA.,Monica Marzagalli;Nancy D Ebelt;Edwin R Manuel,melanoma
https://pubmed.ncbi.nlm.nih.gov/34302551/,Evaluation of extraction-free RT-qPCR methods for SARS-CoV-2 diagnostics,"Extraction-based real-time reverse transcription quantitative polymerase chain reaction (RT-qPCR) is currently the ""gold standard"" in SARS-CoV-2 diagnostics. However, some extraction-free RT-qPCR techniques have recently been developed. In this study, we compared the sensitivity of traditional extraction-based, heated extraction-free, and unheated extraction-free RT-qPCR methods for SARS-CoV-2 detection in nasopharyngeal swabs from symptomatic individuals. The unheated extraction-free method showed perfect agreement with the standard extraction-based RT-qPCR. By contrast, the heat-treated technique was associated with an 8.2% false negativity rate. Unheated extraction-free RT-qPCR for the molecular diagnosis of SARS-CoV-2 is a valuable alternative to the traditional extraction-based methods and may accelerate turnaround times by about two hours.",,Alexander Domnich;Vanessa De Pace;Beatrice M Pennati;Patrizia Caligiuri;Serena Varesano;Bianca Bruzzone;Andrea Orsi,covid-19
https://pubmed.ncbi.nlm.nih.gov/28749485/,Thoracic fluid content by electric bioimpedance correlates with respiratory distress in newborns,Objective: The objective of the study was to compare thoracic fluid content (TFC) between newborn infants with and without respiratory distress. We tested the hypothesis that TFC would be higher in infants with respiratory distress.,,G Paviotti;A De Cunto;V Moressa;C Bettiol;S Demarini,chest
https://pubmed.ncbi.nlm.nih.gov/21812804/,Computed tomographical (CT) anatomy of the thoracoabdominal cavity of the male turkey (Meleagris gallopavo),"In the present work, our goal was to match high-resolution computed tomography (CT) scans with cross-sectional anatomical pictures of the turkey (Meleagris gallopavo). Two male BUT 6 (a commercial line) turkeys were used. CT scans with 1 mm slice thickness were performed. The images covered the trunk from the level of the 9th cervical vertebra to the end of the coccyx. The anatomical sections and the CT scans were matched, and the important structures were identified and labelled on the corresponding pictures. The aim of this study was to create a reference for evaluating CT scans of avian species.",,O Petnehazy;J Benczik;I Takacs;Zs Petrasi;Z Süto;P Horn;I Repa,chest
https://pubmed.ncbi.nlm.nih.gov/26390907/,The effects of Valsalva manoeuvre on Ocular Response Analyzer measurements,Background: The aim was to evaluate the effects of the Valsalva manoeuvre on Ocular Response Analyzer (ORA) measurements.,Ocular Response Analyzer; Valsalva manoeuvre; cornea; corneal hysteresis; corneal resistance factor; intraocular pressure.,Melis Palamar;Medine Yilmaz Dag;Ayse Yagci,chest
https://pubmed.ncbi.nlm.nih.gov/691204/,"Evaluation of a new antidiuretic agent, desmopressin acetate (DDAVP)",Desmopressin acetate is a synthetic vasopressin analogue administered by the intranasal route. It is long-acting and well tolerated and may be the agent of choice for treating central diabetes insipidus.,,M E Kosman,diabetes
https://pubmed.ncbi.nlm.nih.gov/2740823/,Increased 22Na+-influx in lymphocytes from offspring of essential hypertensive patients,"Lymphocytes were used as a cellular model for the in vitro measurements of 22Na+-influx during sodium pump inhibition by ouabain. The measurements were made using lymphocytes from young men at increased risk of developing essential hypertension in order to assess any changes and to analyse whether any such changes were associated to borderline hypertension and/or heredity. Four groups were evaluated: 28 normotensive and 20 borderline hypertensive offspring of hypertensives, 12 borderline hypertensives and 28 normotensives with normotensive parents. 22Na+-influx was significantly increased in offspring of hypertensive parents especially in the normotensive offspring of hypertensive parents. The association between heredity and increased 22Na+-influx found by us in vitro may be caused by either an increased passive sodium-influx and/or an increased sodium-sodium exchange mechanism.",,J R Nielsen;K E Pedersen;N A Klitgaard;T Johansen,hypertension
https://pubmed.ncbi.nlm.nih.gov/1729049/,Diabetes insipidus,"Objectives: To review the pathophysiology, diagnosis, and treatment of the syndromes of diabetes insipidus with an emphasis on those situations likely to be encountered in the critical care setting.",,L S Blevins Jr;G S Wand,diabetes
https://pubmed.ncbi.nlm.nih.gov/33782802/,Impact of Shave Biopsy on Diagnosis and Management of Cutaneous Melanoma: A Systematic Review and Meta-Analysis,"Background: Melanoma is the most lethal skin cancer. Excision biopsy is generally recommended for clinically suspicious pigmented lesions; however, a proportion of cutaneous melanomas are diagnosed by shave biopsy. A systematic review was undertaken to investigate the impact of shave biopsy on tumor staging, treatment recommendations, and prognosis.",,Omid Ahmadi;Moushumi Das;Behzad Hajarizadeh;Jon A Mathy,melanoma
https://pubmed.ncbi.nlm.nih.gov/7223736/,"Cardiovascular risk factors in Mexican Americans in Laredo, Texas. II. Prevalence and control of hypertension","In recent years there has been a marked improvement in the level of hypertension control nationally in both blacks and whites. Information is still lacking, however, on the level of hypertension control in Mexican Americans. The authors carried out a cardiovascular risk factor survey on a random sample of Mexican Americans living in two low income census tracts in Laredo, Texas. The percentages of hypertensive women who had been previously diagnosed, were under treatment, and were ""under control"" compared favorably with national figures for blacks and whites. Corresponding percentages for men indicated that their level of diagnosis, treatment and ""control"" still lagged behind the national figures. The prevalence of hypertension in Laredo Project participants was intermediate between those observed in national studies for blacks and whites. This finding did not clearly emerge when comparisons were based on either blood pressure distributions or prevalence of elevated diastolic pressures. These results indicate that, because of the increasing number of ""controlled"" hypertensives in the population, comparisons between populations and across time can no longer be based exclusively on blood pressure measurements, but must include cases of ""controlled"" hypertension.",,M P Stern;S P Gaskill;C R Allen Jr;V Garza;J L Gonzales;R H Waldrop,hypertension
https://pubmed.ncbi.nlm.nih.gov/8722158/,[Factors affecting the follow up of hypertensive patients],Objectives: To study the factors affecting lack of continuity in hypertense patients' follow-up care and to define these patients' profile.,,T Iruela López;S Juncosa Font,hypertension
https://pubmed.ncbi.nlm.nih.gov/28176195/,Melanoma diagnosis and management after the introduction of a pigmented lesion clinic in the Mid-West of Ireland,Background: A pigmented lesion clinic (PLC) was introduced and Consultant Dermatology posts were increased in the Mid-West of Ireland with the aim of improving early detection of melanoma.,Audit; Melanoma; Pigmented Lesion Clinic.,M Lynch;E Tierney;L Roche;J Quigley;M Farsi;B Ramsay;C Hackett;K Ahmad,melanoma
https://pubmed.ncbi.nlm.nih.gov/3406674/,Meningococcal meningitis and diabetes insipidus,"A 20-year-old woman with a transient diabetes insipidus as a complication to meningococcal meningitis is presented. This condition has only been described once before. Culture of blood and spinal fluid yielded Neisseria meningitidis group B, sensitive to penicillin. The diabetes insipidus arose on day 4 after admission and continued to day 15. Treatment comprised benzylpenicillin, DIC therapy, assisted ventilation, and vasopressin.",,C Christensen;A Bank,diabetes
https://pubmed.ncbi.nlm.nih.gov/34193072/,Comparative evaluation of the Thermo fisher TaqPath™ COVID-19 combo kit with the Cepheid Xpert® Xpress SARS-CoV-2 assay for detecting SARS-CoV-2 in nasopharyngeal specimens,"Purpose: With over 50 SARS-CoV-2 gene amplification assays that have been EUA cleared with minimal experimental validation performed, it is likely that not all of these assays are comparable in their ability to detect SARS-CoV-2 in clinical specimens. Thermo Fisher Scientific is a relatively new company in the molecular diagnostics field and the purpose of this study was to compare the performance of the Thermo Fisher TaqPath™ Combo Kit with an established test, the Cepheid Xpert® Xpress SARS-CoV-2 assay, for its ability to detect SARS-CoV-2 in nasopharyngeal specimens.",COVID-19; Gene amplification tests; PCR; SARS-CoV-2; Sanger sequencing; TaqPath combo kit; Xpert Xpress SARS-CoV-2 assay.,Paul A Granato;Simon R Kimball;Brenda R Alkins;Deirdre C Cross;Melissa M Unz,covid-19
https://pubmed.ncbi.nlm.nih.gov/3809079/,DIDMOAD syndrome with megacystis and megaureter,"A case of DIDMOAD syndrome (diabetes insipidus, diabetes mellitus, optic atrophy and nerve deafness) is described. There was unusually severe urinary tract dilatation which led to an ileal conduit diversion. Immunohistological study of the bladder wall and ureter revealed a marked diminution in nerve fibres, which may have been primary or secondary to the muscle hypertrophy. The possible pathogenesis of the urinary tract dilatation is discussed in relation to this finding.",,P Chu;W G Staff;J A Morris;J M Polak,diabetes
https://pubmed.ncbi.nlm.nih.gov/16700319/,Diabetes insipidus in craniopharyngioma: postoperative management of water and electrolyte disorders,"Pre-operative central diabetes insipidus has been reported in 8-35% of patients affected with craniopharyngioma, and in 70-90% after surgery. The management of postoperative polyuria and polydipsia can be challenging and fluid balance needs to be closely monitored. The classical triphasic pattern of endogenous vasopressin secretion--an initial phase of symptomatic diabetes insipidus occurring 24 hours after surgery; a second phase of inappropriate vasopressin secretion potentially causing hyponatraemia; and a third phase with a return to diabetes insipidus occurring up to 2 weeks later--is often complicated by cerebral salt wasting and thirst disorders. Inadequate adrenal replacement therapy and anticonvulsant agent treatment may increase the risk of life-threatening hyponatraemia in the course of desmopressin (DDAVP) treatment. Appropriate management, in order to avoid life-threatening or disabling electrolyte disturbances, requires a good grasp of the relevant pathophysiology. We review here the pathophysiology and management of the multiple fluid disorders encountered following surgery for craniopharyngiomas.",,Stefano Ghirardello;Neil Hopper;Assunta Albanese;Mohamad Maghnie,diabetes
https://pubmed.ncbi.nlm.nih.gov/15869672/,Feasibility of using an implantable system to measure thoracic congestion in an ambulatory chronic heart failure canine model,Background: Noninvasive measures of impedance reflect alterations in thoracic fluid and pulmonary edema in acute animal and human studies.,,Li Wang;Stuart Lahtinen;Linnea Lentz;Nancy Rakow;Cameron Kaszas;Linda Ruetz;Lee Stylos;Walter H Olson,chest
https://pubmed.ncbi.nlm.nih.gov/33078604/,A single center cohort of 40 severe COVID-19 patients who were treated with convalescent plasma,Background/aim: A SARS-Cov2 infection which was first arised from Wuhan in December 2019 and named as COVID-19. Still there lacks either a specific treatment or a vaccine to treat COVID-19. Convalescent plasma (CP) was previously used successfully to treat SARS-CoV-1 and MERS infections. Health authority in Turkey has published a guideline to integrate this promising option in the treatment process of patients who are prone to high risk of developing severe COVID 19.,COVID-19; Convalescent plasma; viral infections.,Aliihsan Gemici;Hülya Bilgen;Cem Erdoğan;Abdullah Kansu;Oktay Olmuşçelik;Hüseyin Saffet Beköz;Rumeysa Çakmak;Ali Mert;Ömür Gökmen Sevindik,covid-19
https://pubmed.ncbi.nlm.nih.gov/11930886/,Unpredictability of lymphatic drainage patterns in melanoma patients,"We analysed the localisations of sentinel nodes (SN) found with the SN procedure to compare these sites with those that would have been predicted by conventional clinical descriptions of cutaneous lymphatic drainage. We assessed the surplus value of performing the SN procedure in melanoma patients who underwent regional nodal surgery. The SN procedure was performed in 348 patients with melanomas who were referred to our institute between 1993 and 1999. The localisations of the melanomas with the corresponding SNs were meticulously recorded on drawings of the human body and grouped according to the conventional descriptions. Predictability of lymph drainage was defined as the percentage of melanomas whose draining pattern was to the ipsilateral nearest basin, without simultaneous drainage to other basins or to an interval node. In all patients the SN procedure visualised at least one SN. We found 410 lymphatic basins in 347 patients. These basins included basins that could not have been predicted by the conventional clinical descriptions, such as multiple basins and contralateral drainage sites. For the head/neck region, SNs could be found in any of the basins described in the literature. The trunk's drainage predictability depended strongly on the melanoma localisation, ranging from 0% in the midline to 92% in one of the upper quadrants. The lower extremities had a high predictability of almost 100%, and predictability of drainage for the upper extremities ranged from 77% to 100%. In total, 34% of the patients had a cutaneous lymphatic drainage that was unpredictable, either totally or partially. We therefore conclude that an SN procedure is indispensable if the drainage site(s) are to be accurately identified.",,Markwin G Statius Muller;Feitse A Hennipman;Paul A M van Leeuwen;Rik Pijpers;Ronald J Vuylsteke;Sybren Meijer,melanoma
https://pubmed.ncbi.nlm.nih.gov/33622845/,Interpreting COVID-19 Test Results in Clinical Settings: It Depends!,"Tests for Coronavirus disease 2019 (COVID-19) are intended for a disparate and shifting range of purposes: (1) diagnosing patients who present with symptoms to inform individual treatment decisions; (2) organizational uses such as ""cohorting"" potentially infected patients and staff to protect others; and (3) contact tracing, surveillance, and other public health purposes. Often lost when testing is encouraged is that testing does not by itself confer health benefits. Rather, testing is useful to the extent it forms a critical link to subsequent medical or public health interventions. Such interventions might be individual level, like better diagnosis, treatment, isolation, or quarantine of contacts. They might aid surveillance to understand levels and trends of disease within a defined population that enables informed decisions to implement or relax social distancing measures. In this article, we describe the range of available COVID-19 tests; their accuracy and timing considerations; and the specific clinical, organizational, and public health considerations that warrant different testing strategies. Three representative clinical scenarios illustrate the importance of appropriate test use and interpretation. The reason a patient seeks testing is often a strong indicator of the pretest probability of infection, and thus how to interpret test results. In addition, the level of population spread of the virus and the timing of testing play critical roles in the positive or negative predictive value of the test. We conclude with practical recommendations regarding the need for testing in various contexts, appropriate tests and testing methods, and the interpretation of test results.",COVID-19; Clinical Decision-Making; Contact Tracing; Evidence-Based Medicine; Population Health; Probability; Public Health; Sensitivity and Specificity.,Rachael Piltch-Loeb;Kyeong Yun Jeong;Kenneth W Lin;John Kraemer;Michael A Stoto,covid-19
https://pubmed.ncbi.nlm.nih.gov/33276717/,"A rapid, cost-effective tailed amplicon method for sequencing SARS-CoV-2","Background: The global COVID-19 pandemic has led to an urgent need for scalable methods for clinical diagnostics and viral tracking. Next generation sequencing technologies have enabled large-scale genomic surveillance of SARS-CoV-2 as thousands of isolates are being sequenced around the world and deposited in public data repositories. A number of methods using both short- and long-read technologies are currently being applied for SARS-CoV-2 sequencing, including amplicon approaches, metagenomic methods, and sequence capture or enrichment methods. Given the small genome size, the ability to sequence SARS-CoV-2 at scale is limited by the cost and labor associated with making sequencing libraries.",COVID-19; Genome sequencing; SARS-CoV-2; Viral surveillance.,Daryl M Gohl;John Garbe;Patrick Grady;Jerry Daniel;Ray H B Watson;Benjamin Auch;Andrew Nelson;Sophia Yohe;Kenneth B Beckman,covid-19
https://pubmed.ncbi.nlm.nih.gov/1325524/,Difficulties in diagnosing hypertension: implications and alternatives,Objective: To estimate the magnitude of misclassification rates with commonly used algorithms for the detection of hypertensives and to suggest a sequential approach to screening.,,H M Perry Jr;J P Miller,hypertension
https://pubmed.ncbi.nlm.nih.gov/9249231/,Decreased cellular Mg2+ concentrations in a subgroup of hypertensives--cell models for the pathogenesis of primary hypertension,"A new method to determine total Mg2+ content in lymphocytes was developed, offering advantages for routine measurements as compared to fluorescence methods. Intracellular Mg2+ measurements were performed in lymphocytes of 18 untreated normotensive and 19 untreated essential hypertensive patients. Mg2+ content was referred to lymphocytic protein, which was determined according to Bradford's method. Mg2+ measurements were performed by atomic absorption spectroscopy using a Video 12 apparatus from Thermo Electron Instrumentation Laboratory, Andover, MA, USA. The results show that in patients with essential hypertension, total intralymphocytic Mg2+ content is significantly lower (0.07 +/- 0.05 mmol/g lymphocytic protein, mean +/- s.d.) as compared to controls (0.11 +/- 0.04 mmol/g lymphocytic protein, mean +/- s.d., P < 0.05). Free intracellular Mg2+ content was measured in lymphocytes by the fluorescent indicator mag-fura-II, showing no significant difference in normotensives and hypertensives (0.30 +/- 0.16 vs 0.38 +/- 0.17 mmol/l). In platelets free intracellular Mg2+ concentrations were not found of significant difference in normotensive and hypertensive patients (0.52 +/- 0.23 vs 0.47 +/- 0.27 mmol/l) using mag-fura-II. In plasma Mg2+ concentrations there was no significant difference in the normotensive and hypertensive group (0.92 +/- 0.07 vs 0.88 to 0.07 mmol/l). There was no correlation between plasma, free or total cellular magnesium concentrations in each group. Furthermore this method also seems suitable for routine measurements of total intracellular Mg2+ concentrations in even larger groups of patients in comparison with fluorescent indicator measurements like mag-fura-II. Lowered total intracellular Mg2+ concentrations in a subgroup of primary hypertension may contribute to the development of this disorder, perhaps due to different buffering systems.",,K Kisters;M Tepel;C Spieker;K H Dietl;M Barenbrock;K H Rahn;W Zidek,hypertension
